gene,log2FC,pval,mean_a,mean_b,padj,-log10p,significant
cOR10AB2,-0.09916788189187126,0.42916050182536236,-0.10157931698124334,-0.2007471988731146,0.9457182643135121,0.36738025555196424,False
cOR10A9,0.1496844059083738,0.28196834157407336,-0.1031818832194179,0.046502522688955904,0.9457182643135121,0.5497996500193135,False
cOR10A3,-0.16905999182492548,0.2806641159086783,0.027014804024599864,-0.14204518780032563,0.9457182643135121,0.5518131101979925,False
ADCY8,0.07133475027607908,0.5382107963962756,-0.027877846416276338,0.04345690385980274,0.9457182643135121,0.26904759462819466,False
ADCY5,0.22286165597214028,0.3836315368445298,-0.3883673716345132,-0.1655057156623729,0.9457182643135121,0.41608569838723986,False
ADCY3,0.09868661168809904,0.11649352486700584,-0.06569901327042342,0.03298759841767562,0.9457182643135121,0.9336982136309345,False
ADCY2,-0.05631513460598169,0.48886738216699377,0.06364611332244445,0.0073309787164627565,0.9457182643135121,0.3108089384315084,False
OR5T1,0.3497462887595924,0.06214734975788681,-0.3636983867833715,-0.013952098023779102,0.9457182643135121,1.206577386894689,False
ADCK5,0.13279524599466336,0.49960131975444666,0.09068978265856521,0.22348502865322856,0.9457182643135121,0.30137642305747653,False
OR5M3,0.29835646819531925,0.25936780966961315,-0.48449361775062033,-0.1861371495553011,0.9457182643135121,0.5860839255162447,False
OR52W1,-0.22335310997701258,0.08170320084011319,0.18995963664542237,-0.03339347333159019,0.9457182643135121,1.087760929024885,False
ADAT1,-0.1935171499507426,0.4203699085739201,-0.05777776928354873,-0.2512949192342913,0.9457182643135121,0.3763683797228438,False
ADAMTSL3,0.10271601610460096,0.34591550297146256,0.007993647346467753,0.11070966345106871,0.9457182643135121,0.4610299736777949,False
OR52B2,0.197834728086416,0.29763964066430854,0.03198176304826604,0.22981649113468203,0.9457182643135121,0.5263092284511154,False
ADAMTS9,-0.08716010140581255,0.4025130060004639,0.10451054735651813,0.01735044595070558,0.9457182643135121,0.3952200821458617,False
ADAMTS20,-0.14514792124494308,0.23669908961365357,0.04256039423313809,-0.10258752701180499,0.9457182643135121,0.6258034124406976,False
ADAMTS2,0.1558355612771685,0.1350281093279856,0.17129828599904642,0.3271338472762149,0.9457182643135121,0.8695758133177272,False
OR51Q1,0.2146538606403422,0.03016345892549773,-0.18116027267410062,0.033493587966241564,0.9457182643135121,1.5205188582225733,False
ADAMTS14,0.10144197212809547,0.41109710980344205,0.25520894370405095,0.3566509158321464,0.9457182643135121,0.38605557649337685,False
ZSWIM7,-0.09657495394148179,0.28484088212311376,-0.05857117456326792,-0.1551461285047497,0.9457182643135121,0.5453976779345114,False
ZSWIM4,-0.23022977063594557,0.03829969531188287,0.23383713349054427,0.0036073628545987106,0.9457182643135121,1.4168046809894534,False
ZSWIM3,-0.22730213750192424,0.19045661421006857,0.04275008573670192,-0.18455205176522232,0.9457182643135121,0.7202039404876464,False
ZSWIM1,0.1759694049496896,0.06415417619149422,0.04394325210829654,0.21991265705798613,0.9457182643135121,1.1927750674591593,False
ZSCAN4,0.052021289372554125,0.4869958829198927,-0.007398496387733869,0.044622792984820255,0.9457182643135121,0.3124747103104789,False
ZSCAN30,0.08538266854289563,0.4990947673402062,-0.20341857581295394,-0.11803590727005832,0.9457182643135121,0.3018169833841019,False
ZSCAN29,0.23550056186832044,0.3233259519523409,-0.16506064010961638,0.07043992175870406,0.9457182643135121,0.4903594350811263,False
